Description,Views,Likes,Comments,Shares,Bookmarks,Post URL,Post Date
DAY 13: 30 DAY AB CHALLENGE 100 ABS A DAY #abs #abexcercises #abexcercise #The abchallenge #abchallenges #abworkouts #abworkoutsfromhome #absworkout  #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation ,979,80,0,1,6,https://www.tiktok.com/@ariana.ramsey/video/7203870769678585134,2/24/2023 15:37
DAY 12: 30 DAY AB CHALLENGE 100 ABS A DAY #abs #abexcercises #abexcercise #theabchallenge #abchallenges #abworkouts #abworkoutsfromhome #absworkout  #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation ,538,24,1,1,2,https://www.tiktok.com/@ariana.ramsey/video/7203412921265802539,2/23/2023 10:01
this song is stuck in my brain ,280,15,0,0,2,https://www.tiktok.com/@ariana.ramsey/video/7202771453127822635,2/21/2023 16:31
ITS UPPPPP,310,21,2,0,1,https://www.tiktok.com/@ariana.ramsey/video/7202770812410121514,2/21/2023 16:29
DAY 11: 30 DAY AB CHALLENGE 100 ABS A DAY,1128,29,0,0,4,https://www.tiktok.com/@ariana.ramsey/video/7202718033230679342,2/21/2023 13:04
DAY 10: 30 DAY AB CHALLENGE 100 ABS A DAY #abs #abexcercises #abexcercise #abchallenge #abchallenges #abworkouts #abworkoutsfromhome #absworkout  #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation ,793,42,0,1,6,https://www.tiktok.com/@ariana.ramsey/video/7202323998686924078,2/20/2023 11:35
#abs #abexcercises #abexcercise #abchallenge #abchallenges #abworkouts #abworkoutsfromhome #absworkout  #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation ,489,25,0,2,2,https://www.tiktok.com/@ariana.ramsey/video/7201909286564367658,2/19/2023 8:46
#CapCut #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation  #fitness #gymtok #motivation #gym #gymvideos #rugbyworkouts #olympian #athlete #rugbyolympian #olympicathlete #elite #fitness,1177,78,0,1,5,https://www.tiktok.com/@ariana.ramsey/video/7201896561885089070,2/19/2023 7:56
DAY 8: 30 DAY AB CHALLENGE 100 ABS A DAY The love daily version is on Instagram so follow me there to stay updated 🥳🥳 #abs #abexcercises #abexcercise #abchallenge #abchallenges #abworkouts #abworkoutsfromhome #absworkout  #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation ,316,19,0,0,3,https://www.tiktok.com/@ariana.ramsey/video/7201511211740056874,2/18/2023 7:01
,436,14,0,0,0,https://www.tiktok.com/@ariana.ramsey/video/7201293858725170478,2/17/2023 16:58
We were actually at a wedding 😂😂,1014,121,3,0,2,https://www.tiktok.com/@ariana.ramsey/video/7201222964191202602,2/17/2023 12:22
#greenscreen #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation ,690,108,0,0,0,https://www.tiktok.com/@ariana.ramsey/video/7200970089162837294,2/16/2023 20:01
Here’s my monthly hips vid. Your welcome ,535,69,0,0,1,https://www.tiktok.com/@ariana.ramsey/video/7200965645318622507,2/16/2023 19:44
"When it’s time to get cute, ITS TIME TO GET CUTE ",587,37,0,0,0,https://www.tiktok.com/@ariana.ramsey/video/7200513050384928043,2/15/2023 14:28
DAY 7: 30 DAY AB CHALLENGE 100 ABS A DAY #abs #abexcercises #abexcercise #abchallenge #abchallenges #abworkouts #abworkoutsfromhome #absworkout  #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation ,628,42,0,3,5,https://www.tiktok.com/@ariana.ramsey/video/7199656170636758315,2/13/2023 7:03
GRWM DARTMOUTH WOMENS RUGBY GAME DAY EDITION 💚 I totally forgot I did this vlog!  #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation #dartmouthrugby #dartmouthathlete #dartmouth #d1rugby   ,4399,215,2,0,6,https://www.tiktok.com/@ariana.ramsey/video/7199307129763958062,2/12/2023 8:28
Deleting later 😂,192,16,0,0,0,https://www.tiktok.com/@ariana.ramsey/video/7199302732321148202,2/12/2023 8:11
DAY 6: 30 DAY AB CHALLENGE 100 ABS A DAY🔥 Tag me in your challenge for a chance to win a free tee!! T-shirt link in bio!! #abs #abexcercises #abexcercise #abchallenge #abchallenges #abworkouts #abworkoutsfromhome #absworkout  #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation ,570,35,1,0,1,https://www.tiktok.com/@ariana.ramsey/video/7199294366567894315,2/12/2023 7:39
#olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation ,697,44,0,0,2,https://www.tiktok.com/@ariana.ramsey/video/7199041412317515054,2/11/2023 15:17
DAY 5: 30 DAY AB CHALLENGE 100 ABS A DAY Tag me in your challenge for a chance to win a free tee!! T-shirt link in bio!! 🔥🔥 #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation  #abs #abexcercises #abexcercise #abchallenge #abchallenges #abworkouts #abworkoutsfromhome #absworkout ,318,12,0,0,0,https://www.tiktok.com/@ariana.ramsey/video/7198882907820150058,2/11/2023 5:02
THE OFFICIAL BRONCO TEST! This is funny af 😂😂 #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation ,20900,1760,2,19,42,https://www.tiktok.com/@ariana.ramsey/video/7198610646349483306,2/10/2023 11:25
DAY 4: 30 DAY AB CHALLENGE 100 ABS A DAY THIS WAS AN EARLY ONE IF YALL CANT TELL by my face 😂 but I’m getting it done!! 🔥 Tag me in your challenge for a chance to win a free tee!! T-shirt link in bio!! #abs #abexcercises #abexcercise #abchallenge #abchallenges #abworkouts #abworkoutsfromhome #absworkout  #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation ,753,117,0,1,9,https://www.tiktok.com/@ariana.ramsey/video/7198543264528600362,2/10/2023 7:04
Follow me for my journey and check out this new sound by Kali Uchis 🤩 #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation  #fitness #gymtok #motivation #gym #gymvideos #rugbyworkouts #olympian #athlete #rugbyolympian #olympicathlete #elite #fitness #cheerisasport #cheer,596,61,2,1,1,https://www.tiktok.com/@ariana.ramsey/photo/7198202175812635950,2/9/2023 0:00
DAY 3: 30 DAY AB CHALLENGE 100 ABS A DAY Tag me in your challenge for a chance to win a free tee!! T-shirt link in bio!! #abs #abexcercises #abexcercise #abchallenge #abchallenges #abworkouts #abworkoutsfromhome #absworkout  #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation ,930,95,2,2,25,https://www.tiktok.com/@ariana.ramsey/video/7198172384170380587,2/9/2023 7:05
Don’t lie friend  #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation ,1354,45,0,0,0,https://www.tiktok.com/@ariana.ramsey/video/7198000466217733418,2/8/2023 19:58
#olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation ,1231,85,0,0,0,https://www.tiktok.com/@ariana.ramsey/video/7197876321475775787,2/8/2023 11:56
Rugby players never want to get out the game!! 😂😂. #olympian #olympicathlete #athlete #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation ,2492,203,5,5,7,https://www.tiktok.com/@ariana.ramsey/video/7197872302569147691,2/8/2023 11:40
DAY 2: 30 DAY AB CAHLLENGE 100 ABS A DAY 🔥 Tag me in your challenge for a chance to win a free tee!! T-shirt link in bio!! #abs #abexcercises #abexcercise #abchallenge #abchallenges #abworkouts #abworkoutsfromhome #absworkout  #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation ,737,88,4,4,21,https://www.tiktok.com/@ariana.ramsey/video/7197772655280311598,2/8/2023 5:14
DAY 1: 30 DAY AB CHALLENGE 100 ABS A DAY CHECKOUT MY IG FOR THE RULES TO WIN A FREE TEE SHIRT!!  #abs #abexcercises #abexcercise #abchallenge #abchallenges #abworkouts #abworkoutsfromhome #absworkout  #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation ,1022,84,1,0,10,https://www.tiktok.com/@ariana.ramsey/video/7197430626859961642,2/7/2023 7:06
Lol ,1258,71,7,0,0,https://www.tiktok.com/@ariana.ramsey/video/7197254903578873134,2/6/2023 19:44
#CapCut #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation ,1293,122,1,0,8,https://www.tiktok.com/@ariana.ramsey/video/7196846616190504234,2/5/2023 17:20
#olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation ,1074,98,1,1,5,https://www.tiktok.com/@ariana.ramsey/video/7195244484651732270,2/1/2023 9:43
#olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation ,100200,6288,15,66,252,https://www.tiktok.com/@ariana.ramsey/video/7194915374209518890,1/31/2023 12:26
#CapCut #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation ,1046,90,4,0,2,https://www.tiktok.com/@ariana.ramsey/video/7194619296725863726,1/30/2023 17:17
VALID  #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation ,514,32,0,0,1,https://www.tiktok.com/@ariana.ramsey/video/7194416571979337006,1/30/2023 4:10
#CapCut #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation ,1069,103,0,1,1,https://www.tiktok.com/@ariana.ramsey/video/7194143723985390894,1/29/2023 10:31
#poolside ,562,24,1,0,2,https://www.tiktok.com/@ariana.ramsey/video/7193475661992906030,1/27/2023 15:19
,459,7,0,0,0,https://www.tiktok.com/@ariana.ramsey/video/7193473284036676910,1/27/2023 15:10
@aplusautumn first attempt 😂😂,857,96,3,0,2,https://www.tiktok.com/@ariana.ramsey/video/7193387315933367598,1/27/2023 9:36
Follow meeeee 💗💗💗  #CapCut #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation ,492,32,0,1,0,https://www.tiktok.com/@ariana.ramsey/video/7193352980790381867,1/27/2023 7:23
#CapCut #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation ,862,86,2,0,3,https://www.tiktok.com/@ariana.ramsey/video/7190461966207454510,1/19/2023 12:24
"In such a fast pace life, a lot of us think we have to keep up with each other but our only competition is ourselves and how we get better every day. Only we know what we truly need to work on in which areas of our life. ITS ONLY YOU VS YOU 🏋🏽‍♀️ #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok ",527,58,0,0,2,https://www.tiktok.com/@ariana.ramsey/video/7189989530987138350,1/18/2023 5:51
"GOOD MORNING ☀️ I bet when y’all start hitting the gym more consistently you feel 10 times more confident, motivated, and abundant. Don’t sell yourself short of your health #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation ",529,53,1,0,3,https://www.tiktok.com/@ariana.ramsey/video/7189644839099632938,1/17/2023 7:33
#olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation ,488,31,1,0,0,https://www.tiktok.com/@ariana.ramsey/video/7188351140877061418,1/13/2023 19:53
#olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation ,674,81,0,1,3,https://www.tiktok.com/@ariana.ramsey/video/7188308680390266158,1/13/2023 17:08
HAPPY FRIDAY GO GET AFTER IT! & Follow an Olympian for some motivation!  #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation ,526,48,3,0,4,https://www.tiktok.com/@ariana.ramsey/video/7188155671098019118,1/13/2023 7:15
FOLLOW ME FOR MY JOURNEY 💖🤞🏽 #NCAA #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation ,679,72,3,0,2,https://www.tiktok.com/@ariana.ramsey/video/7187820471340125483,1/12/2023 9:34
Follow me to stay updated on my journey!! #olympian #NCAA #womensrugby #rugby ,1069,84,4,0,1,https://www.tiktok.com/@ariana.ramsey/video/7187476653025529134,1/11/2023 11:20
Follow meeeee we can be besties  #olympian ,649,52,0,3,1,https://www.tiktok.com/@ariana.ramsey/video/7187098278037654826,1/10/2023 10:51
Self care day 😆 @#selfdate #grwm ,609,35,3,0,0,https://www.tiktok.com/@ariana.ramsey/video/7187032985244273966,1/10/2023 6:38
,244,17,2,1,0,https://www.tiktok.com/@ariana.ramsey/video/7186877779365874990,1/9/2023 20:36
I’m too stressed in Macy’s right now 😭,507,45,2,0,0,https://www.tiktok.com/@ariana.ramsey/video/7186397172785483051,1/8/2023 13:31
Sending good vibesss ✨✨💗FOLLOW MEE 💗✨💗✨ #222 #333 #444 #555 #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation ,526,34,0,0,0,https://www.tiktok.com/@ariana.ramsey/video/7185980944501771562,1/7/2023 10:36
#CapCut HAPPY SATURDAY! FOLLOW AN OLYMPIAN FOR SOME MOTIVATION   ##olympian##olympicathlete##athlete##rugbyplayer##rugby##usarugby##blackathlete##gym##gymtok##gymgirl##excersices##excercise##fitness##fit##olympicathlete##rugbyworkouts##naturalathlete##fitathlete##womenofdartmouth##femaleathlete##gymmotivation##motivation##gymtok ##motivation,512,36,0,0,0,https://www.tiktok.com/@ariana.ramsey/video/7185957549684903210,1/7/2023 9:05
I really hope my crush didn’t see me make this  ##olympian##olympicathlete##athlete##rugbyplayer##rugby##usarugby##blackathlete##gym##gymtok##gymgirl##excersices##excercise##fitness##fit##olympicathlete##rugbyworkouts##naturalathlete##fitathlete##womenofdartmouth##femaleathlete##gymmotivation##motivation##gymtok ##motivation,517,28,0,0,1,https://www.tiktok.com/@ariana.ramsey/video/7185709322679160110,1/6/2023 17:02
"My next full day video will be 100 times better! FOLLOW FOR MORE, I’m going to do one every other day #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation ",151,10,0,0,0,https://www.tiktok.com/@ariana.ramsey/video/7185687932420771118,1/6/2023 15:39
The pressure is definitely getting worsaaa  #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation ,2790,234,5,1,9,https://www.tiktok.com/@ariana.ramsey/video/7185353917151055147,1/5/2023 18:02
HAPPY THURSDAY! Follow me for motivation and workout vids 🥳 #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation ,551,36,0,0,1,https://www.tiktok.com/@ariana.ramsey/video/7185168003040972078,1/5/2023 6:01
"Can you tell I’m hype that I’ve grown, actually both physical and mentally🥰  #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok ",578,25,1,0,0,https://www.tiktok.com/@ariana.ramsey/video/7184945546455452970,1/4/2023 15:38
You are what you eat 😐 #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok ,5858,606,9,1,5,https://www.tiktok.com/@ariana.ramsey/video/7184901994220490030,1/4/2023 12:49
#CapCut #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok ,544,51,0,0,0,https://www.tiktok.com/@ariana.ramsey/video/7184564577131089195,1/3/2023 14:59
MONDAY MOTIVATION 😈 FOLLOW ME FOR MY JOURNEY  #CapCut #olympian #olympicathlete  #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok ,396,22,3,2,0,https://www.tiktok.com/@ariana.ramsey/video/7184075134834085163,1/2/2023 7:20
#CapCutNYE #TikTokHolidays #travel #blackgirltravel #blackluxury #blackcruise #ncl #norweigencruiseline #norweigancruise #blackncl #blackcruise #luxurycruise ,5139,71,3,9,7,https://www.tiktok.com/@ariana.ramsey/video/7183318166347582766,12/31/2022 6:23
Follow me for my journey ❤️❤️ #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #dartmouth,821,68,3,0,0,https://www.tiktok.com/@ariana.ramsey/video/7182944594110270763,12/30/2022 6:13
I love my life ❤️ #olympian I just made it back to the Olympic Training Center so follow me for training content!! 💗💗,508,35,0,0,2,https://www.tiktok.com/@ariana.ramsey/video/7182316407776955690,12/28/2022 13:35
Stay updated with my journey! #olympicjourney #olympian #CODSquadUp ,631,51,6,1,0,https://www.tiktok.com/@ariana.ramsey/video/7182277798835260714,12/28/2022 11:06
Truly loving our lives #turksandcaicos ,651,46,0,0,1,https://www.tiktok.com/@ariana.ramsey/video/7178635175927057707,12/18/2022 15:30
,483,25,0,1,1,https://www.tiktok.com/@ariana.ramsey/video/7178559749191912746,12/18/2022 10:38
#turksandcaicos #olympian ,464,22,0,0,0,https://www.tiktok.com/@ariana.ramsey/video/7178559420354268459,12/18/2022 10:36
Follow me! #turksandcaicos #olympian  ,507,59,1,0,0,https://www.tiktok.com/@ariana.ramsey/video/7178559385021484331,12/18/2022 10:36
Follow me for my journey!! #olympian #TheRealPussinBoots #rugby ,507,55,2,0,0,https://www.tiktok.com/@ariana.ramsey/video/7177912310026030382,12/16/2022 16:45
A little London recap 🇬🇧😍 #london #blacklondon ,470,27,1,0,0,https://www.tiktok.com/@ariana.ramsey/video/7177565418578627882,12/15/2022 18:19
#olympian #TheRealPussinBoots ,489,36,3,1,0,https://www.tiktok.com/@ariana.ramsey/video/7177191994777668910,12/14/2022 18:10
#olympian #dartmouth #blackgirltrend ,701,33,0,1,0,https://www.tiktok.com/@ariana.ramsey/video/7177070976465685803,12/14/2022 10:20
#ijustwannarock ,484,24,1,0,0,https://www.tiktok.com/@ariana.ramsey/video/7175935382100430122,12/11/2022 8:54
welcome to my lifeee 🙃🙃 follow me for the journey 😵 #olympian #talentmanagement #entrepreneur ,546,49,1,0,0,https://www.tiktok.com/@ariana.ramsey/video/7174937322142649646,12/8/2022 16:21
"📍🇬🇧 Flippers World Skate rink in Ariel Way, London! By far one of the most fun places in London!!   #blacklondon #londonskaterink #blacklondonclubs #indoorskating #londonindoorskating #londonskating ",979,19,0,2,5,https://www.tiktok.com/@ariana.ramsey/video/7174194882515455275,12/6/2022 16:20
#superbass ,252,20,2,0,0,https://www.tiktok.com/@ariana.ramsey/video/7172621707411295530,12/2/2022 10:35
#london #londonfirstimpressions #traveltok #londonheathrow #blacklondon,572,42,6,12,0,https://www.tiktok.com/@ariana.ramsey/video/7172489508410117418,12/2/2022 2:02
#CapCut humbly and respectfully I’m only wishing for pure happiness ❤️🤞🏽 #walksound #runway #olympian #runwayolympian ,589,35,1,0,1,https://www.tiktok.com/@ariana.ramsey/video/7172297056181030187,12/1/2022 13:35
I know how it’s spelled but hey blame my momm 😭 @Tiyanna does this all the time yall and I’ve known her for years 😭😭#arinotari #dontcallmekimhoe ,865,40,5,0,0,https://www.tiktok.com/@ariana.ramsey/video/7171978342667898158,11/30/2022 16:58
London fits for this weekend ❤️❤️  #londonoutfits #olympian #london #outfits #preppyoutfits ,801,40,2,0,0,https://www.tiktok.com/@ariana.ramsey/video/7171937685903412526,11/30/2022 14:21
I went to the Olympics for god sakes!! #olympian #shuttfup #rugby #dartmouth #shittfupsoundslomo ,66200,378,6,52,86,https://www.tiktok.com/@ariana.ramsey/video/7171908892593687854,11/30/2022 12:29
Guys I just moved back from college and my sister has been staying in my room so I got it all the way together!! ,538,51,1,0,1,https://www.tiktok.com/@ariana.ramsey/video/7170712378609454382,11/27/2022 7:06
This is only the first half of my life .. #olympian ,497,52,3,1,0,https://www.tiktok.com/@ariana.ramsey/video/7169720610958986542,11/24/2022 14:57
TWINZIESS 🤪 #olympian #rugby #testingthealgorithm #athlete ,538,34,0,0,0,https://www.tiktok.com/@ariana.ramsey/video/7164755646922034478,11/11/2022 5:51
Try ittt if you’re athletic and looking for something new!! #rugby #olympian #athlete,169,19,6,0,0,https://www.tiktok.com/@ariana.ramsey/video/7163321231150796075,11/7/2022 9:04
On the firsttt tryyy 🤣🤣 @simone ,671,34,3,0,0,https://www.tiktok.com/@ariana.ramsey/video/7162737011168660778,11/5/2022 20:17
missed the gang #olympian #abs ,4884,562,3,0,5,https://www.tiktok.com/@ariana.ramsey/video/7162641538390969643,11/5/2022 14:07
#olympian #dance ,600,29,0,0,0,https://www.tiktok.com/@ariana.ramsey/video/7162623047776603435,11/5/2022 12:55
